platform_product_id,platform_marketplace_id,product_title,currency,buy_box_price,buy_box_seller,manufacturer_name,brand,model_number,upc,part_number,ratings_count,average_rating,listing_url,image_url,seller_url
B0CQ76XL5L,AMAZON-US,"Console Cover Plates for Sony PS5 Slim,Anti-Scratch Console Replacement Side Faceplate for Playstation 5 Slim,Console Protective Shell Accessories (Optical Drive Version, Red)",USD,37.99,Balepha,Balepha,,,,,,,https://www.amazon.com/Anti-Scratch-Replacement-Playstation-Protective-Accessories/dp/B0CQ76XL5L/,https://m.media-amazon.com/images/I/618fSyGxWLL.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3ABSISEFO4SGP&asin=B0CQ76XL5L&ref_=dp_merchant_link
B0CV7RYVRC,AMAZON-US,Head Case Designs Officially Licensed UFC Conor McGregor Distressed Graphics Vinyl Faceplate Gaming Skin Decal Compatible with Sony Playstation 5 PS5 Disc Edition Console & DualSense Controller,USD,29.95,ecell accessorize,Head Case Designs,,,,,,,https://www.amazon.com/Head-Case-Designs-Officially-Playstation/dp/B0CV7RYVRC/,https://m.media-amazon.com/images/I/71qRjIFjxdL.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A22QQRQRS0T6NJ&asin=B0CV7RYVRC&ref_=dp_merchant_link
B09QGK2LW3,AMAZON-US,"PS5 Stand and Cooling Station with Dual Controller Charging Station for Playstation 5 Console, PS5 Accessories Incl. Controller Charger, Cooling fan,Headset holder (Not Fit 2023 PS5 Slim Disc&Digital)",USD,30.99,CYKOARMOR,CYKOARMOR,,Stand-White,,,"5,052",4.4,https://www.amazon.com/Cooling-Controller-Charging-Playstation-Accessories/dp/B09QGK2LW3/,https://m.media-amazon.com/images/I/71NJBAZCUCL.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A36SE059ERN4S&asin=B09QGK2LW3&ref_=dp_merchant_link&isAmazonFulfilled=1
B09QGW2TVT,AMAZON-US,"PS5 Controller Charging Station, Playstation 5 Dualsense Controller Charger Dock with Dual Stand, Upgrade PS5 Slim Controller Charger Accessory with Fast Charge Cable, PS5 Charging Station, White",USD,23.99,OLAYER,HELLISTRKE0,,,,,"2,224",4.7,https://www.amazon.com/Controller-Charging-Playstation-Dualsense-Accessories/dp/B09QGW2TVT/,https://m.media-amazon.com/images/I/71wBTMWUgSL.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A13AD5W79076CM&asin=B09QGW2TVT&ref_=dp_merchant_link&isAmazonFulfilled=1
B0B9Y4JDTN,AMAZON-US,"PS5 Stand with Cooling Station for PS5 Controller Charging Station for Playstation 5 Console Edition, PS5 Accessories-Cooler Fan/Remote Charger/Headset Holder(Not Fit 2023 PS5 Slim Disc/Digital)",USD,38.99,Hollabudz,"Shenzhen Yonghao Precision Mould Technology Co., Ltd.",,,,,"1,228",4.5,https://www.amazon.com/Controller-Charging-Station-Playstation-Accessories-Cooler/dp/B0B9Y4JDTN/,https://m.media-amazon.com/images/I/71Fg3Ol5xRL.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1OEMFBJUI3BWC&asin=B0B9Y4JDTN&ref_=dp_merchant_link&isAmazonFulfilled=1
B09NM9DTTC,AMAZON-US,"Cooling Accessories for PS5, KIWIHOME Horizontal Cooling Fan for Old PS5, Upgraded Quiet Cooler Fan with LED Light and USB3.0 Hubs, for Old PS5 Disc and Digital Edition(White)",USD,16.99,KIWIHOME TECH,KIWIHOME,,DSP-829,,,"4,737",4.5,https://www.amazon.com/Cooling-KIWIHOME-Upgraded-Controller-Playstation/dp/B09NM9DTTC/,https://m.media-amazon.com/images/I/71-aBd3EROL.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A29IXKE02G8LSA&asin=B09NM9DTTC&ref_=dp_merchant_link&isAmazonFulfilled=1
B09QGK2LW3,AMAZON-US,"PS5 Stand and Cooling Station with Dual Controller Charging Station for Playstation 5 Console, PS5 Accessories Incl. Controller Charger, Cooling fan,Headset holder (Not Fit 2023 PS5 Slim Disc&Digital)",USD,30.99,CYKOARMOR,CYKOARMOR,,Stand-White,,,"5,052",4.4,https://www.amazon.com/Cooling-Controller-Charging-Playstation-Accessories/dp/B09QGK2LW3/,https://m.media-amazon.com/images/I/71NJBAZCUCL.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A36SE059ERN4S&asin=B09QGK2LW3&ref_=dp_merchant_link&isAmazonFulfilled=1
B0CDZF42DD,AMAZON-US,Standard HDMI Cord for Sony Playstation 5 with Tool Kit,USD,17.99,WGP - Wholesale Gadget Parts,WGP,,,,,,,https://www.amazon.com/Standard-HDMI-Cord-Sony-Playstation/dp/B0CDZF42DD/,https://m.media-amazon.com/images/I/51Y0dvXITEL.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AHHLVXPARXIG6&asin=B0CDZF42DD&ref_=dp_merchant_link
B09QGK2LW3,AMAZON-US,"PS5 Stand and Cooling Station with Dual Controller Charging Station for Playstation 5 Console, PS5 Accessories Incl. Controller Charger, Cooling fan,Headset holder (Not Fit 2023 PS5 Slim Disc&Digital)",USD,30.99,CYKOARMOR,CYKOARMOR,,Stand-White,,,"5,052",4.4,https://www.amazon.com/Cooling-Controller-Charging-Playstation-Accessories/dp/B09QGK2LW3/,https://m.media-amazon.com/images/I/71NJBAZCUCL.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A36SE059ERN4S&asin=B09QGK2LW3&ref_=dp_merchant_link&isAmazonFulfilled=1
B09QGK2LW3,AMAZON-US,"PS5 Stand and Cooling Station with Dual Controller Charging Station for Playstation 5 Console, PS5 Accessories Incl. Controller Charger, Cooling fan,Headset holder (Not Fit 2023 PS5 Slim Disc&Digital)",USD,30.99,CYKOARMOR,CYKOARMOR,,Stand-White,,,"5,052",4.4,https://www.amazon.com/Cooling-Controller-Charging-Playstation-Accessories/dp/B09QGK2LW3/,https://m.media-amazon.com/images/I/71NJBAZCUCL.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A36SE059ERN4S&asin=B09QGK2LW3&ref_=dp_merchant_link&isAmazonFulfilled=1
B0CM97CL2N,AMAZON-US,2 Pack Replacement Vertical Base Stand Holder Bottom Screws for Sony Playstation 5 PS5 Stand Support Fixing Screw Replacement with Screwdriver,USD,7.99,iParto US,iParto,,,,,,,https://www.amazon.com/iParto-Replacement-Vertical-Playstation-Screwdriver/dp/B0CM97CL2N/,https://m.media-amazon.com/images/I/41vSBWe9FlL.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AB0C4I36277PM&asin=B0CM97CL2N&ref_=dp_merchant_link&isAmazonFulfilled=1
B0CS2VT5VN,AMAZON-US,"USB Hub for New PS5 Slim, REDEFINITION PS5 Slim USB Port Expander, 4 USB High-Speed Expansion Hub Charger Extender Compatible with Playstation 5 Slim Console, Accessories for PS5 Slim",USD,14.99,redefinition,Redefine Tech,,,,,1,5.0,https://www.amazon.com/REDEFINITION-High-Speed-Compatible-Playstation-Accessories/dp/B0CS2VT5VN/,https://m.media-amazon.com/images/I/51ozWSMRjoL.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3VSYXHLI8HX0L&asin=B0CS2VT5VN&ref_=dp_merchant_link&isAmazonFulfilled=1
B09QGK2LW3,AMAZON-US,"PS5 Stand and Cooling Station with Dual Controller Charging Station for Playstation 5 Console, PS5 Accessories Incl. Controller Charger, Cooling fan,Headset holder (Not Fit 2023 PS5 Slim Disc&Digital)",USD,30.99,CYKOARMOR,CYKOARMOR,,Stand-White,,,"5,052",4.4,https://www.amazon.com/Cooling-Controller-Charging-Playstation-Accessories/dp/B09QGK2LW3/,https://m.media-amazon.com/images/I/71NJBAZCUCL.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A36SE059ERN4S&asin=B09QGK2LW3&ref_=dp_merchant_link&isAmazonFulfilled=1
B0CJ8WBMNV,AMAZON-US,LeHang Blu-Ray DVD Optical Drive Laser with Empty Shell Metal Module Replacement Compatible with Sony Playstation 5 PS5 KEM-497AAA (fit CFI- 1015A 1000),USD,76.99,Le Hang Electronics,LeHang,LeHang,,,,3,2.9,https://www.amazon.com/LeHang-Replacement-Compatible-Playstation-KEM-497AAA/dp/B0CJ8WBMNV/,https://m.media-amazon.com/images/I/71tS0UoTiuL.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AJBAMOQT3NMWI&asin=B0CJ8WBMNV&ref_=dp_merchant_link&isAmazonFulfilled=1
B08952HNTF,AMAZON-US,ACCTN XinlanTech 1800mAh Replacement Battery for Sony PS4 Pro Slim Cuh-zct2u Cuh-zct2e Gaming Controller and Playstation 5 Pulse 3D Headset Battery Replacement,USD,12.99,ACCTN,No,,LIP1800,,,188,4.0,https://www.amazon.com/DualShock-Cuh-zct2u-Cuh-zct2e-Controller-Replacement/dp/B08952HNTF/,https://m.media-amazon.com/images/I/61jv2GjAVeL.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2F9W76DZMKU40&asin=B08952HNTF&ref_=dp_merchant_link&isAmazonFulfilled=1
B0B31DD8R1,AMAZON-US,PS5 Replacement Ear Pads Quite-Comfort Protein Leather Headset Earpads Ear Covers Noise Canceling Ear Pads Cushions Earmuff Repair Part for Sony Playstation 5 PS5 Pulse 3D Wireless Headphone (Black),USD,11.99,Auoneday,Adhiper,,PS5-EP-leather-BK,,,11,4.0,https://www.amazon.com/Replacement-Quite-Comfort-Canceling-Playstation-Headphone/dp/B0B31DD8R1/,https://m.media-amazon.com/images/I/61qPP7OLYUL.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1OYEFTY4WU8E8&asin=B0B31DD8R1&ref_=dp_merchant_link&isAmazonFulfilled=1
B097SZ67HD,AMAZON-US,"NexiGo PS5 Headphone Holder, [Minimalist Design] Mini Headphone Hanger with Supporting Bar, for Sony Playstation 5 Gaming Headset, Black",USD,9.99,NexiGo USA,NexiGo,,0595BLK,,,"2,337",4.8,https://www.amazon.com/NexiGo-Headphone-Minimalist-Supporting-Playstation/dp/B097SZ67HD/,https://m.media-amazon.com/images/I/51a6mHPU+wL.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1HNC035CZ2MR5&asin=B097SZ67HD&ref_=dp_merchant_link&isAmazonFulfilled=1
B0BRYKPHZ6,AMAZON-US,"Metal LED PS5 Charging Dock - Compact Playstation Controller Charger for Sony PS5 Controller, 2H Fast Dual Charging PS5 Docking Station Hides Messy Cables - Premium Black PS5 Controller Dock",USD,79.99,PB TAILS-Direct,PB Tails,,PB-CCD01-HB,,,15,4.2,https://www.amazon.com/PB-Tails-Metal-Charging-Dock/dp/B0BRYKPHZ6/,https://m.media-amazon.com/images/I/719O5tlbPAL.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A159USR5UY1A5M&asin=B0BRYKPHZ6&ref_=dp_merchant_link&isAmazonFulfilled=1
B0CDG6H123,AMAZON-US,TANOKAY PS5 Console Skin and Controller Skin Set | Kochou Shinobu | Matte Finish Vinyl Wrap Sticker Full Decal Skins | Compatible with Sony Playstation 5 Disc Edition,USD,19.99,TANOKAY,TANOKAY,,PS5D-2661G,,,1,4.0,https://www.amazon.com/TANOKAY-Console-Controller-Compatible-Playstation/dp/B0CDG6H123/,https://m.media-amazon.com/images/I/71omA32xrDL.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3AHPVRSWB7B2O&asin=B0CDG6H123&ref_=dp_merchant_link&isAmazonFulfilled=1
B0CDZ593LC,AMAZON-US,Bottom Screw (Display Stand) for Sony Playstation 5 with Tool Kit,USD,14.99,WGP - Wholesale Gadget Parts,WGP,,,,,,,https://www.amazon.com/Bottom-Screw-Display-Stand-Playstation/dp/B0CDZ593LC/,https://m.media-amazon.com/images/I/51+CW7J5UgL.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AHHLVXPARXIG6&asin=B0CDZ593LC&ref_=dp_merchant_link
B0CSK8DLZD,AMAZON-US,"TOMSIN Thumbsticks Replacement for PS5 Controller,4PCS Thumbsticks Analog Joystick Repair Kit for Sony Playstation 5 Dualsense Controller",USD,7.99,TOMSIN®,TOMSIN,TOMSIN,PS0041,,,,,https://www.amazon.com/TOMSIN-Thumbsticks-Replacement-Controller-Playstation/dp/B0CSK8DLZD/,https://m.media-amazon.com/images/I/61qWs8Ww1+L.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A10HAOPHSX0N4C&asin=B0CSK8DLZD&ref_=dp_merchant_link&isAmazonFulfilled=1
B0C3QTM755,AMAZON-US,T Tersely Dust Cover for PS5 Console Anti-Scratch Waterproof Dust Sleeve Guard Cover Skin Ultra Soft Protective Case with Cable Port for Sony Playstation 5 Digital Edition & Regular Edition (Black),USD,8.99,Statco Direct,,,1682,,,29,4.2,https://www.amazon.com/Tersely-Console-Anti-Scratch-Waterproof-Protective-PlayStation/dp/B0C3QTM755/,https://m.media-amazon.com/images/I/31dATELMPzL.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A12G4ZIHRQVVQC&asin=B0C3QTM755&ref_=dp_merchant_link&isAmazonFulfilled=1
B0BYPMMLTR,AMAZON-US,"Sony QD-OLED 77 inch BRAVIA XR A95L Series 4K Ultra HD TV: Smart Google TV with Dolby Vision HDR and Exclusive Gaming Features for The Playstation® 5 XR77A95L- 2023 Model,Black",USD,"4,998.00",Amazon.com,No,Sony,XR77A95L,,,71,4.6,https://www.amazon.com/Sony-QD-OLED-inch-BRAVIA-Ultra/dp/B0BYPMMLTR/,https://m.media-amazon.com/images/I/91u8-kjEtuL.jpg,https://www.amazon.com
B09QGK2LW3,AMAZON-US,"PS5 Stand and Cooling Station with Dual Controller Charging Station for Playstation 5 Console, PS5 Accessories Incl. Controller Charger, Cooling fan,Headset holder (Not Fit 2023 PS5 Slim Disc&Digital)",USD,30.99,CYKOARMOR,CYKOARMOR,,Stand-White,,,"5,052",4.4,https://www.amazon.com/Cooling-Controller-Charging-Playstation-Accessories/dp/B09QGK2LW3/,https://m.media-amazon.com/images/I/71NJBAZCUCL.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A36SE059ERN4S&asin=B09QGK2LW3&ref_=dp_merchant_link&isAmazonFulfilled=1
B0BLRX3HYT,AMAZON-US,Replacement New Internal Cooling PS5 Fan for Sony Playstation 5 Series Fan 12047GA-12M-WB-01 12V 2.4A 23 Blades Fan General 17 Blades G12L12MS1AH-56J14 Fan,USD,26.99,Landalanya,LANDALANYA,,,,,,,https://www.amazon.com/LANDALANYA-Replacement-Playstation-12047GA-12M-WB-01-G12L12MS1AH-56J14/dp/B0BLRX3HYT/,https://m.media-amazon.com/images/I/61mLYmSFM0L.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3P0KJY2NK9ICF&asin=B0BLRX3HYT&ref_=dp_merchant_link&isAmazonFulfilled=1
B09V4RXLSL,AMAZON-US,"Cooling Fan for PS5 Accessories - Auarte Upgraded Centrifugal Fan Cooler with 3 Level Adjustable Fan, LED Indicator & USB Port for Playstation 5 Disc & Digital Edition Console (White)",,24.99,JES US,,,,,,163,3.8,https://www.amazon.com/Auarte-Accessories-Centrifugal-Adjustable-Playstation/dp/B09V4RXLSL/,https://m.media-amazon.com/images/I/416wIgDXxOL.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A31A2XLMNIQOH7&asin=B09V4RXLSL&ref_=dp_merchant_link&isAmazonFulfilled=1
B0BXSH4M9T,AMAZON-US,TANOKAY PS5 Console Skin and Controller Skin Set | Painting The Great Wave of Kanagawa | Matte Finish Vinyl Wrap Sticker Full Decal Skins | Compatible with Sony Playstation 5 Disc Version,USD,21.99,TANOKAY,TANOKAY,,PS5D7170-G,,,7,4.8,https://www.amazon.com/TANOKAY-Controller-Painting-Compatible-Playstation/dp/B0BXSH4M9T/,https://m.media-amazon.com/images/I/81cwe+3PmlL.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3AHPVRSWB7B2O&asin=B0BXSH4M9T&ref_=dp_merchant_link&isAmazonFulfilled=1
B0BND43N2S,AMAZON-US,Internal CPU Cooling Fan Replacement for Sony Playstation 5 PS5 23 Blades CFI-1015A CFI-1015B CFI-1002A/B CFI-1016A/B CFI-1018A/B CFI-1115A CFI-1115B CFI-1102A/B CFI-1116A/B CFI-1118A/B,,24.99,TRADOCK,,,,,,22,4.2,https://www.amazon.com/Replacement-Playstation-CFI-1015A-CFI-1015B-CFI-1002A/dp/B0BND43N2S/,https://m.media-amazon.com/images/I/41KUqexjXlL.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1GMEAWOQ5IVDG&asin=B0BND43N2S&ref_=dp_merchant_link&isAmazonFulfilled=1
B01HR7DRU8,AMAZON-US,ienza Aux Audio Cable for Playstation 5 PS5 Pulse 3D & Playstation PS4 Gold Stereo Headsets,USD,9.50,ienza,ienza,ienza,LYSB01HR7DRU8-CMPTRACCS,,,133,4.2,https://www.amazon.com/ienza-Playstation-Wireless-Stereo-Headsets/dp/B01HR7DRU8/,https://m.media-amazon.com/images/I/41h6eIt7eaL.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1UKCDH6PA7SVL&asin=B01HR7DRU8&ref_=dp_merchant_link&isAmazonFulfilled=1
B09157LQN9,AMAZON-US,HDMI Port Connector Socket Module Replacement for Sony Playstation 5 PS5 (2pcs),USD,10.59,TheCoolCube,TheCoolCube,,,,,,,https://www.amazon.com/Connector-Socket-Module-Replacement-Playstation/dp/B09157LQN9/,https://m.media-amazon.com/images/I/31EHyGZYb+L.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1GH4O4YQ9N35J&asin=B09157LQN9&ref_=dp_merchant_link&isAmazonFulfilled=1
